Unnamed: 0,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FractionYearsAtCompany
764,45.0,No,Sales,3.8729833462074175,College,Medical,High,Male,High,1.4142135623730951,Sales Executive,Low,Single,8.745761999375512,153.46986674914396,1.0,No,3.4641016151377544,Excellent,Very High,0.0,2.0,Best,2.8284271247461903,3.0,2.449489742783178,0.4999999999999999
765,30.0,Yes,Research & Development,1.4142135623730951,Master,Medical,Low,Male,Low,1.0,Research Scientist,Very High,Married,7.632401126601452,157.28000508646988,2.23606797749979,Yes,3.6055512754639887,Outstanding,Very High,0.0,3.0,Good,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0
766,45.5,No,Research & Development,2.8284271247461903,Master,Other,Very High,Female,High,1.4142135623730951,Research Scientist,Very High,Married,8.478452363099807,96.32237538599222,3.0,No,3.741657386773941,Excellent,Low,1.4142135623730951,5.0,Better,3.0,3.0,2.8284271247461903,0.8333333333333336
767,43.0,No,Sales,2.0,Master,Marketing,Low,Male,High,1.0,Sales Representative,Very High,Divorced,7.722234744709607,50.38849074937649,2.0,No,4.123105625617661,Outstanding,High,1.0,1.0,Better,2.8284271247461903,2.23606797749979,2.8284271247461903,0.23076923076923084
770,20.0,No,Research & Development,3.1622776601683795,Bachelor,Life Sciences,Very High,Male,High,1.0,Research Scientist,Medium,Divorced,7.622663951323595,133.94028520202576,0.0,No,3.741657386773941,MISSING,Very High,1.4142135623730951,3.0,Good,2.23606797749979,1.0,1.0,0.25
771,30.0,No,Sales,5.0990195135927845,Doctor,Marketing,High,Male,Medium,2.23606797749979,Manager,Very High,Married,8.251403065380556,151.77944524868968,1.0,No,4.58257569495584,Outstanding,High,1.0,2.0,Better,2.449489742783178,1.4142135623730951,3.6055512754639887,0.055555555555555566
774,26.0,No,Research & Development,5.0,Bachelor,Technical Degree,Very High,Male,Medium,1.7320508075688772,Manufacturing Director,Medium,Married,7.632401126601452,95.54580053565935,1.7320508075688772,No,4.0,Excellent,Low,0.0,2.0,Better,3.1622776601683795,2.0,2.8284271247461903,0.31250000000000006
775,53.0,No,Sales,4.58257569495584,Bachelor,Life Sciences,Very High,Male,High,2.0,Manager,Very High,Married,9.3789010135201,108.44814429025514,2.0,Yes,3.6055512754639887,Excellent,High,1.0,3.0,Good,0.0,0.0,0.0,0.0689655172413793
777,38.0,No,Research & Development,2.23606797749979,Master,Technical Degree,High,Female,High,1.7320508075688772,Manufacturing Director,Medium,Single,7.735433352499688,135.1443672522092,0.0,No,3.6055512754639887,Excellent,Very High,0.0,3.0,Better,2.449489742783178,0.0,3.6055512754639887,0.11764705882352942
778,23.0,No,Research & Development,2.6457513110645907,Bachelor,Other,Medium,Male,Medium,1.7320508075688772,Healthcare Representative,High,Single,8.16194579946869,109.8453458276681,2.8284271247461903,No,4.898979485566356,Excellent,High,0.0,3.0,Better,1.4142135623730951,0.0,0.0,0.07692307692307693
781,44.0,No,Research & Development,2.0,Bachelor,Technical Degree,Very High,Male,High,1.4142135623730951,Research Scientist,Medium,Divorced,7.736307096548287,78.70196947980398,2.23606797749979,No,3.8729833462074175,Excellent,Very High,1.4142135623730951,3.0,Good,2.8284271247461903,1.0,2.6457513110645907,0.0
786,30.0,No,Human Resources,4.358898943540674,Master,Medical,High,Female,High,1.7320508075688772,Human Resources,Medium,Married,8.79133399330135,82.03048213926333,1.4142135623730951,No,3.8729833462074175,Excellent,High,1.0,6.0,Best,2.6457513110645907,2.6457513110645907,1.0,0.31250000000000006
787,37.0,No,Research & Development,4.123105625617661,College,Medical,High,Male,High,1.4142135623730951,Laboratory Technician,Low,Divorced,8.941414628006846,116.34001891008957,1.0,No,3.4641016151377544,MISSING,Very High,1.0,2.0,Better,0.0,1.0,2.8284271247461903,1.0
788,30.0,No,Research & Development,5.291502622129181,College,Medical,Very High,Female,High,1.4142135623730951,Research Scientist,Very High,Married,8.558143177745192,109.24284873619877,1.0,No,3.6055512754639887,Excellent,Very High,1.4142135623730951,4.0,Better,2.8284271247461903,1.0,3.0,0.6818181818181819
789,49.0,Yes,Sales,5.0990195135927845,Master,Marketing,Low,Female,High,1.4142135623730951,Sales Executive,Very High,Married,7.858254182186028,145.17231140957975,1.0,Yes,3.3166247903554,Excellent,High,0.0,2.0,Better,2.6457513110645907,0.0,2.8284271247461903,0.19999999999999998
792,45.0,No,Sales,2.8284271247461903,Master,Technical Degree,Very High,Female,Medium,2.0,Sales Executive,Medium,Married,8.660427359502146,108.99082530194916,2.449489742783178,No,4.123105625617661,Excellent,Medium,1.0,3.0,Better,2.8284271247461903,1.4142135623730951,1.7320508075688772,0.45454545454545464
793,46.0,No,Research & Development,2.8284271247461903,College,Other,Low,Female,High,1.7320508075688772,Laboratory Technician,Medium,Married,9.254644297532707,149.92331373072034,2.0,No,3.3166247903554,Outstanding,High,1.0,2.0,Good,3.0,1.0,2.6457513110645907,0.8275862068965515
795,36.0,Yes,Sales,1.0,Master,Life Sciences,Low,Female,Medium,1.7320508075688772,Sales Executive,High,Married,7.632401126601452,122.15563842901399,2.23606797749979,No,3.3166247903554,Excellent,High,0.0,6.0,Bad,1.0,3.3166247903554,2.6457513110645907,0.1764705882352941
796,24.0,No,Sales,1.0,Master,Life Sciences,Very High,Male,High,1.4142135623730951,Sales Executive,Medium,Married,7.783224016336037,87.38420909981392,0.0,No,3.8729833462074175,Excellent,Low,1.4142135623730951,3.0,Better,3.6055512754639887,2.23606797749979,2.8284271247461903,0.12500000000000003
797,45.5,No,Research & Development,2.6457513110645907,Master,Life Sciences,Low,Male,High,1.7320508075688772,Research Director,Medium,Single,8.213923595622742,145.9212116177768,0.0,No,3.3166247903554,Excellent,High,0.0,3.0,Better,2.449489742783178,1.4142135623730951,3.3166247903554,0.8461538461538464
798,39.5,No,Sales,5.0990195135927845,Bachelor,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Low,Married,7.931284761525892,149.05368160498418,1.0,No,3.741657386773941,Excellent,Medium,1.0,3.0,Good,2.6457513110645907,2.6457513110645907,2.23606797749979,0.25
800,41.0,Yes,Research & Development,1.4142135623730951,Bachelor,Medical,Very High,Female,High,2.23606797749979,Manager,Low,Married,9.515616752828917,145.59876373101525,2.23606797749979,Yes,3.6055512754639887,Outstanding,Very High,1.0,0.0,Better,1.4142135623730951,1.0,2.0,0.8333333333333336
801,29.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,Very High,Male,High,1.0,Research Scientist,High,Married,7.632401126601452,108.94035065117058,2.0,No,3.6055512754639887,Excellent,Medium,1.0,4.0,Better,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.3333333333333334
804,45.0,No,Research & Development,1.4142135623730951,Below College,Life Sciences,High,Male,High,2.0,Manager,High,Married,7.883823214892152,163.03987242389513,0.0,Yes,3.6055512754639887,Outstanding,Very High,0.0,3.0,Good,2.8284271247461903,1.4142135623730951,3.1622776601683795,0.09523809523809527
806,39.0,No,Sales,4.123105625617661,Master,Life Sciences,High,Female,High,1.4142135623730951,Sales Executive,Low,Married,9.259511415982633,145.00344823486094,1.7320508075688772,Yes,3.8729833462074175,Excellent,Very High,1.7320508075688772,1.0,Better,2.6457513110645907,1.0,2.6457513110645907,0.19999999999999993
807,34.0,No,Human Resources,1.7320508075688772,Bachelor,Human Resources,High,Male,Very High,1.4142135623730951,Human Resources,Medium,Married,7.886457270977689,136.9927005354665,3.0,No,3.8729833462074175,Excellent,High,1.0,2.0,Bad,1.7320508075688772,1.7320508075688772,2.449489742783178,0.1666666666666667
809,27.0,No,Sales,3.1622776601683795,Bachelor,Marketing,High,Female,Medium,1.7320508075688772,Sales Executive,Very High,Married,8.734560089952993,107.53139076567363,1.4142135623730951,Yes,4.358898943540674,MISSING,High,1.0,3.0,Better,1.4142135623730951,1.0,1.4142135623730951,0.5333333333333332
811,40.0,Yes,Sales,4.898979485566356,Below College,Life Sciences,High,Male,Low,1.0,Sales Representative,Very High,Single,8.193400231952097,89.66604708583958,1.0,Yes,3.741657386773941,Excellent,Very High,0.0,2.0,Better,0.0,1.0,0.0,1.0
812,42.0,No,Research & Development,1.7320508075688772,Bachelor,Medical,Very High,Male,High,2.0,Healthcare Representative,Medium,Single,9.814820259819964,84.80566018845677,1.7320508075688772,No,4.242640687119285,Excellent,High,0.0,3.0,Better,2.6457513110645907,1.0,0.0,0.04761904761904762
813,28.0,No,Research & Development,2.23606797749979,Master,Other,Medium,Male,Very High,1.0,Research Scientist,Very High,Married,8.347827345782497,137.05108536600503,1.7320508075688772,No,4.123105625617661,Excellent,Very High,1.4142135623730951,3.0,Better,1.4142135623730951,0.0,1.4142135623730951,0.8333333333333336
815,34.0,No,Research & Development,2.23606797749979,College,Medical,Very High,Female,High,1.4142135623730951,Manufacturing Director,Very High,Divorced,8.54110501146255,152.23994219652081,2.6457513110645907,No,4.0,Excellent,High,1.4142135623730951,3.0,Good,1.4142135623730951,0.0,2.0,0.0
819,38.0,No,Research & Development,5.0990195135927845,Bachelor,Medical,Medium,Female,High,1.4142135623730951,Research Scientist,Medium,Divorced,7.632401126601452,92.217135067188,1.0,No,3.3166247903554,Excellent,Low,1.0,4.0,Better,2.6457513110645907,1.4142135623730951,3.6055512754639887,0.25
820,31.0,No,Research & Development,2.23606797749979,Bachelor,Technical Degree,Very High,Male,High,1.0,Research Scientist,Low,Divorced,8.153925132007862,102.05390732353172,2.23606797749979,No,3.741657386773941,Excellent,Very High,1.0,2.0,Better,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.6249999999999999
821,34.0,No,Research & Development,4.242640687119285,Master,Medical,Very High,Female,High,1.7320508075688772,Manufacturing Director,Very High,Single,8.433594167539924,141.42842712835355,2.449489742783178,No,3.4641016151377544,Outstanding,Very High,0.0,2.0,Good,2.6457513110645907,2.23606797749979,2.0,0.6000000000000002
822,33.0,No,Research & Development,5.196152422706632,Bachelor,Technical Degree,Very High,Female,Very High,1.0,Laboratory Technician,Medium,Divorced,8.252706676567644,76.51797174520506,2.23606797749979,No,3.4641016151377544,Excellent,High,1.0,5.0,Better,2.0,0.0,1.4142135623730951,0.6249999999999999
824,28.0,No,Research & Development,5.0,College,Medical,High,Male,Medium,1.4142135623730951,Healthcare Representative,Very High,Divorced,7.7865518064287125,131.03816238027758,2.6457513110645907,No,3.6055512754639887,Excellent,High,1.4142135623730951,3.0,Better,1.4142135623730951,1.0,1.7320508075688772,0.1111111111111111
825,37.0,No,Sales,3.4641016151377544,Master,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,Very High,Divorced,8.36264243156764,53.851648071345046,1.7320508075688772,Yes,3.4641016151377544,Outstanding,High,1.4142135623730951,2.0,Better,0.0,0.0,0.0,0.3571428571428572
826,56.0,No,Research & Development,1.4142135623730951,Master,Medical,High,Male,High,1.0,Laboratory Technician,High,Single,7.757478766584178,110.846741043659,2.0,No,4.58257569495584,MISSING,High,0.0,4.0,Better,2.8284271247461903,1.7320508075688772,3.0,0.6250000000000001
827,37.0,No,Sales,3.1622776601683795,Master,Technical Degree,Medium,Male,Medium,1.4142135623730951,Sales Executive,High,Married,8.660080678964787,77.84600182411424,1.0,Yes,3.6055512754639887,Excellent,Low,1.0,2.0,Better,3.0,1.0,2.6457513110645907,0.4
828,40.0,No,Sales,1.0,Below College,Medical,Very High,Male,High,1.4142135623730951,Sales Executive,Low,Single,8.535818655539401,86.64294547163088,2.6457513110645907,No,4.47213595499958,Excellent,Very High,0.0,6.0,Best,2.6457513110645907,2.8284271247461903,3.1622776601683795,0.055555555555555566
829,23.0,No,Research & Development,3.1622776601683795,Master,Other,Very High,Male,High,1.4142135623730951,Healthcare Representative,Very High,Married,7.9738443759446875,138.27870407260838,1.4142135623730951,Yes,3.6055512754639887,MISSING,Very High,0.0,2.0,Best,1.4142135623730951,1.0,1.7320508075688772,0.4444444444444444
832,31.0,Yes,Research & Development,5.0,Master,Life Sciences,Very High,Male,High,1.0,Research Scientist,Medium,Divorced,7.884952945759814,128.8875478857442,1.0,Yes,4.358898943540674,Excellent,Low,1.0,5.0,Good,1.4142135623730951,2.6457513110645907,2.8284271247461903,0.19999999999999998
834,37.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,Medium,Male,Very High,1.0,Research Scientist,High,Married,8.340217320947035,149.96666296213968,2.6457513110645907,No,4.123105625617661,Excellent,Low,0.0,2.0,Better,1.4142135623730951,0.0,1.4142135623730951,1.0
836,31.0,No,Research & Development,3.0,College,Medical,Low,Male,High,1.4142135623730951,Manufacturing Director,Low,Married,9.192583650386924,110.97296968181035,1.0,No,5.0,MISSING,Very High,1.0,2.0,Better,0.0,2.6457513110645907,3.0,0.1
839,56.0,Yes,Human Resources,3.6055512754639887,Bachelor,Human Resources,Low,Male,Medium,1.0,Human Resources,Low,Divorced,7.858254182186028,56.187187151520575,2.0,Yes,3.8729833462074175,Excellent,Very High,1.7320508075688772,3.0,Better,1.4142135623730951,1.4142135623730951,0.0,1.0
840,45.5,Yes,Sales,3.6055512754639887,Master,Medical,Medium,Male,High,1.4142135623730951,Sales Executive,Low,Divorced,8.127995055771946,107.29398864801328,1.4142135623730951,No,4.123105625617661,Excellent,High,0.0,0.0,Bad,1.0,1.0,1.4142135623730951,0.1111111111111111
841,42.0,No,Research & Development,2.6457513110645907,Bachelor,Life Sciences,High,Male,Very High,2.0,Research Director,High,Married,7.899524472032198,116.24973118248491,1.7320508075688772,No,4.358898943540674,Excellent,High,0.0,5.0,Better,1.0,1.0,1.7320508075688772,0.09374999999999999
842,30.0,No,Research & Development,2.23606797749979,Bachelor,Life Sciences,Very High,Female,Very High,1.0,Research Scientist,Medium,Divorced,8.07215530818825,111.31936040060594,1.0,Yes,4.0,Excellent,Low,1.0,3.0,Good,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.7499999999999999
843,33.5,No,Sales,1.7320508075688772,Bachelor,Other,Very High,Female,Low,1.4142135623730951,Sales Executive,Low,Single,8.745761999375512,126.05950975630518,1.7320508075688772,No,4.242640687119285,MISSING,Very High,0.0,3.0,Better,3.0,1.7320508075688772,3.4641016151377544,0.19999999999999993
844,29.0,Yes,Research & Development,1.4142135623730951,College,Medical,High,Female,Medium,1.0,Laboratory Technician,Low,Single,8.336630087637149,73.1778655059028,2.6457513110645907,No,3.3166247903554,Excellent,High,0.0,1.0,Good,0.0,0.0,0.0,1.0
845,27.0,No,Research & Development,2.449489742783178,Bachelor,Medical,Very High,Female,Medium,1.4142135623730951,Manufacturing Director,Medium,Single,7.731492029245684,100.54849576199535,2.449489742783178,Yes,3.8729833462074175,Excellent,Very High,0.0,2.0,Better,2.0,1.0,1.4142135623730951,0.875
848,39.5,Yes,Research & Development,1.7320508075688772,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,Low,Single,7.601402334583732,56.24944444170092,1.0,Yes,3.3166247903554,Excellent,Low,0.0,2.0,Better,2.8284271247461903,3.0,2.6457513110645907,0.4999999999999999
849,24.0,No,Research & Development,3.0,College,Medical,Low,Male,High,1.0,Laboratory Technician,Very High,Single,7.349230824613332,128.28873683998918,1.0,No,3.6055512754639887,MISSING,High,0.0,2.0,Better,3.0,2.23606797749979,2.8284271247461903,0.08333333333333336
850,36.0,No,Research & Development,2.449489742783178,Bachelor,Medical,Medium,Female,Low,1.4142135623730951,Research Scientist,Very High,Divorced,8.442254104751742,125.3674598929084,2.6457513110645907,Yes,3.4641016151377544,Excellent,Very High,1.7320508075688772,2.0,Better,3.3166247903554,1.0,3.0,0.8823529411764709
851,27.5,Yes,Research & Development,2.0,Below College,Technical Degree,High,Female,Medium,1.0,Laboratory Technician,High,Single,8.47407690034261,95.54580053565935,2.23606797749979,No,4.0,MISSING,High,0.0,3.0,Better,1.4142135623730951,1.0,1.4142135623730951,0.7499999999999999
852,31.0,No,Research & Development,3.3166247903554,College,Medical,High,Male,Medium,1.7320508075688772,Healthcare Representative,Low,Married,8.72777821348305,91.11531155629112,1.4142135623730951,Yes,3.6055512754639887,Excellent,High,1.0,3.0,Better,0.0,1.4142135623730951,1.7320508075688772,0.7000000000000001
853,39.5,No,Research & Development,1.0,Master,Medical,Very High,Female,Medium,1.0,Laboratory Technician,High,Married,7.7007477945117975,127.82800945019837,2.449489742783178,No,3.4641016151377544,Excellent,Medium,1.0,3.0,Better,0.0,1.0,2.6457513110645907,0.1
854,33.5,No,Research & Development,2.449489742783178,Master,Medical,Low,Female,Medium,1.0,Research Scientist,High,Divorced,8.11552088154677,70.80254232723568,0.0,No,3.4641016151377544,Outstanding,High,1.4142135623730951,3.0,Good,1.7320508075688772,0.0,1.7320508075688772,0.1666666666666667
855,42.0,Yes,Research & Development,2.6457513110645907,Bachelor,Technical Degree,Medium,Male,High,1.0,Laboratory Technician,High,Divorced,8.286017468404763,131.47243057006287,1.7320508075688772,Yes,3.6055512754639887,Excellent,Low,1.4142135623730951,3.0,Better,2.6457513110645907,2.6457513110645907,2.6457513110645907,0.0
857,47.0,No,Research & Development,1.0,Below College,Life Sciences,Very High,Male,High,1.0,Research Scientist,Low,Single,8.512783482927537,123.1990259701756,1.0,No,3.6055512754639887,Excellent,Very High,0.0,3.0,Better,0.0,0.0,0.0,1.0
859,57.5,No,Research & Development,1.7320508075688772,Below College,Medical,Medium,Male,High,1.0,Laboratory Technician,Medium,Single,8.336630087637149,126.89365626381802,1.0,No,3.741657386773941,Outstanding,Very High,0.0,0.0,Better,0.0,0.0,0.0,1.0
860,21.0,No,Human Resources,5.0990195135927845,Master,Life Sciences,High,Female,High,1.7320508075688772,Human Resources,Very High,Single,7.872836175025724,129.00387591076478,1.0,Yes,4.0,Outstanding,High,0.0,2.0,Better,0.0,1.0,2.6457513110645907,0.22222222222222227
861,33.0,No,Research & Development,4.242640687119285,Bachelor,Medical,High,Male,High,1.4142135623730951,Manufacturing Director,High,Divorced,7.632401126601452,162.2159055086769,1.4142135623730951,No,3.741657386773941,Excellent,High,1.0,0.0,Good,2.6457513110645907,0.0,2.8284271247461903,0.3947368421052631
862,23.0,No,Research & Development,2.0,Master,Life Sciences,High,Male,Medium,1.7320508075688772,Healthcare Representative,High,Single,7.378383712996714,149.1475779220031,2.6457513110645907,No,3.741657386773941,Outstanding,Medium,0.0,1.0,Better,3.3166247903554,2.0,2.8284271247461903,0.0
863,45.5,No,Human Resources,1.0,Master,Life Sciences,Low,Female,Medium,1.4142135623730951,Human Resources,High,Single,8.443977129084978,163.99390232566574,2.0,No,3.3166247903554,Outstanding,Medium,0.0,3.0,Best,1.4142135623730951,0.0,1.4142135623730951,0.5999999999999999
865,47.0,No,Sales,5.291502622129181,Bachelor,Marketing,High,Female,Medium,1.7320508075688772,Sales Executive,Low,Married,8.531096096585227,53.33854141237835,2.0,No,4.358898943540674,Excellent,Very High,0.0,2.0,Best,3.6055512754639887,3.6055512754639887,3.3166247903554,0.2272727272727273
867,40.0,No,Research & Development,3.0,College,Medical,Medium,Male,Medium,1.4142135623730951,Manufacturing Director,Medium,Divorced,9.529303064460997,118.04236527620071,1.4142135623730951,Yes,3.3166247903554,Excellent,High,1.0,5.0,Better,1.4142135623730951,0.0,1.4142135623730951,0.6923076923076925
868,21.0,Yes,Sales,4.795831523312719,Below College,Life Sciences,Very High,Male,Medium,1.7320508075688772,Sales Executive,Low,Married,8.336630087637149,105.65036677645752,1.0,No,3.6055512754639887,Excellent,Low,1.0,2.0,Bad,2.8284271247461903,1.7320508075688772,3.1622776601683795,0.18181818181818182
869,52.0,No,Research & Development,1.0,Bachelor,Technical Degree,High,Male,Low,1.7320508075688772,Manufacturing Director,Low,Divorced,8.155362120328133,65.07687761409578,1.4142135623730951,Yes,4.58257569495584,MISSING,High,1.0,3.0,Better,2.6457513110645907,2.6457513110645907,2.6457513110645907,0.5294117647058824
870,28.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,High,Male,High,1.0,Research Scientist,Very High,Single,8.14351740579748,78.43468620451031,1.0,No,3.3166247903554,Excellent,High,0.0,3.0,Good,1.4142135623730951,1.0,2.0,0.3333333333333334
871,42.0,No,Sales,4.242640687119285,Master,Medical,Medium,Female,High,1.4142135623730951,Sales Executive,Low,Married,8.416930769477844,126.39224659764538,0.0,No,4.0,Excellent,Very High,1.0,4.0,Bad,1.7320508075688772,0.0,2.0,1.0
872,50.0,No,Sales,3.1622776601683795,Bachelor,Technical Degree,High,Male,High,1.4142135623730951,Sales Executive,Very High,Single,9.777867638611477,141.06381534610497,1.0,Yes,3.6055512754639887,Excellent,Medium,0.0,3.0,Better,1.7320508075688772,1.0,1.7320508075688772,0.6666666666666669
873,36.0,Yes,Research & Development,3.741657386773941,Bachelor,Medical,High,Female,High,1.0,Laboratory Technician,Very High,Married,8.848222068371385,148.82540105774956,2.23606797749979,Yes,3.6055512754639887,Outstanding,High,1.0,2.0,Bad,2.0,0.0,2.0,0.12499999999999997
875,38.0,No,Research & Development,1.7320508075688772,Master,Medical,Low,Female,Medium,1.0,Research Scientist,Very High,Single,9.259511415982633,123.18279100588686,0.0,No,3.6055512754639887,Excellent,Very High,0.0,4.0,Better,1.4142135623730951,1.0,1.0,0.19999999999999998
876,26.0,No,Sales,1.0,Below College,Life Sciences,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,8.182559264068665,156.62694531912445,1.0,No,5.0,Excellent,High,0.0,2.0,Better,4.0,3.3166247903554,2.449489742783178,0.35
877,27.0,Yes,Research & Development,4.69041575982343,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,High,Married,7.748460023899697,107.41973747873341,2.0,Yes,3.3166247903554,Excellent,Medium,0.0,2.0,Better,1.4142135623730951,0.0,1.0,0.14285714285714282
879,41.0,No,Sales,3.1622776601683795,Master,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,High,Divorced,8.030084094267563,76.909037180295,1.0,Yes,3.4641016151377544,Excellent,Very High,1.0,2.0,Best,1.4142135623730951,0.0,1.7320508075688772,0.19999999999999998
880,41.0,No,Research & Development,2.0,College,Life Sciences,High,Female,Very High,2.23606797749979,Manager,Low,Divorced,8.38776764397578,132.20060514233663,1.0,No,3.741657386773941,Outstanding,Very High,1.4142135623730951,3.0,Good,3.0,3.741657386773941,3.6055512754639887,0.19230769230769235
881,25.0,No,Sales,2.23606797749979,Bachelor,Medical,Very High,Male,High,1.4142135623730951,Sales Executive,Low,Single,7.632401126601452,153.26447729333762,0.0,No,4.242640687119285,Excellent,Very High,0.0,2.0,Better,2.0,1.0,1.7320508075688772,0.5000000000000001
882,45.5,No,Research & Development,2.449489742783178,Below College,Life Sciences,High,Male,High,1.0,Research Scientist,High,Married,8.133880887949207,77.5886589650833,0.0,Yes,3.741657386773941,Excellent,Very High,0.0,2.0,Better,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0
883,29.0,No,Sales,3.741657386773941,Bachelor,Medical,High,Female,High,1.4142135623730951,Sales Executive,High,Married,9.688064124237057,155.5634918610405,1.7320508075688772,Yes,4.123105625617661,Excellent,High,1.0,2.0,Good,2.0,1.0,1.4142135623730951,0.6363636363636365
884,29.0,No,Sales,5.0990195135927845,Bachelor,Marketing,Low,Female,Medium,1.4142135623730951,Sales Executive,Low,Married,8.23217423638394,155.44130725132234,1.0,No,3.8729833462074175,MISSING,Low,1.0,5.0,Better,2.6457513110645907,2.0,2.23606797749979,0.29999999999999993
885,51.5,No,Sales,1.4142135623730951,College,Life Sciences,Medium,Male,High,1.4142135623730951,Sales Executive,Very High,Single,8.024534871605695,142.33762678926468,1.0,No,4.242640687119285,Excellent,Low,0.0,5.0,Good,2.6457513110645907,0.0,3.0,0.8999999999999999
886,37.0,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Male,High,1.4142135623730951,Laboratory Technician,Very High,Married,9.169726689090888,94.81033698917012,1.0,Yes,3.8729833462074175,Excellent,Very High,1.0,3.0,Better,2.8284271247461903,2.23606797749979,2.8284271247461903,0.3333333333333333
887,32.0,No,Research & Development,1.4142135623730951,Master,Life Sciences,High,Male,High,1.4142135623730951,Manufacturing Director,Medium,Single,8.783242963740905,48.19751030914356,3.0,Yes,3.3166247903554,Excellent,Very High,0.0,3.0,Better,3.741657386773941,2.23606797749979,3.4641016151377544,0.5555555555555557
889,41.0,No,Research & Development,2.23606797749979,Master,Life Sciences,Very High,Male,High,1.7320508075688772,Manager,Medium,Married,8.336630087637149,152.85287043428397,2.449489742783178,No,3.3166247903554,Excellent,Medium,1.4142135623730951,2.0,Better,2.449489742783178,2.8284271247461903,2.8284271247461903,0.1666666666666667
890,31.0,No,Human Resources,3.1622776601683795,Bachelor,Medical,Low,Female,High,1.0,Human Resources,Very High,Married,7.933438387627487,45.79301256742124,0.0,No,3.741657386773941,Excellent,Very High,1.0,3.0,Better,1.4142135623730951,1.4142135623730951,1.0,0.6666666666666669
891,40.0,No,Sales,1.0,College,Marketing,Medium,Male,High,1.7320508075688772,Sales Executive,Low,Divorced,9.115370134384957,46.22769732530488,1.0,No,5.0,Excellent,High,1.7320508075688772,4.0,Better,3.6055512754639887,3.8729833462074175,2.6457513110645907,0.2083333333333334
893,46.0,No,Research & Development,2.449489742783178,Below College,Medical,Very High,Male,Medium,1.7320508075688772,Healthcare Representative,Low,Married,8.336630087637149,146.482080815368,2.0,No,3.8729833462074175,Excellent,Low,1.0,3.0,Better,2.6457513110645907,1.0,2.6457513110645907,0.6666666666666665
894,33.5,No,Sales,3.1622776601683795,Bachelor,Marketing,High,Female,Medium,1.4142135623730951,Sales Executive,High,Married,8.496582237512113,52.01922721455981,1.0,No,4.242640687119285,Excellent,Low,1.0,3.0,Better,1.7320508075688772,1.0,2.0,0.4
895,33.0,No,Research & Development,2.8284271247461903,Bachelor,Life Sciences,Very High,Female,High,1.0,Laboratory Technician,High,Single,7.975564658495202,116.721891691319,2.0,No,3.6055512754639887,Excellent,Very High,0.0,3.0,Better,0.0,0.0,0.0,1.0
896,41.0,No,Sales,1.4142135623730951,Bachelor,Technical Degree,High,Female,Low,2.0,Manager,Medium,Married,8.319473692442187,122.38055401083948,1.7320508075688772,Yes,3.4641016151377544,Excellent,Medium,1.0,2.0,Good,2.6457513110645907,2.6457513110645907,2.6457513110645907,0.32142857142857145
897,27.5,No,Research & Development,4.795831523312719,Bachelor,Life Sciences,Very High,Female,High,2.0,Manufacturing Director,Medium,Married,7.889833751394295,135.03703195790405,2.0,Yes,3.4641016151377544,Outstanding,Low,1.0,3.0,Better,4.0,3.8729833462074175,3.0,0.030303030303030307
898,42.0,No,Research & Development,2.0,College,Life Sciences,Very High,Male,High,2.0,Manager,Very High,Married,9.864330837334936,101.5381701627521,1.4142135623730951,No,3.6055512754639887,MISSING,Very High,0.0,3.0,Bad,1.4142135623730951,1.0,2.0,0.709677419354839
899,28.0,No,Sales,4.47213595499958,College,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,Very High,Divorced,9.043458999670104,103.59536669175895,1.4142135623730951,No,3.741657386773941,Excellent,Very High,1.0,4.0,Better,1.4142135623730951,0.0,1.4142135623730951,0.4999999999999999
900,42.0,Yes,Research & Development,2.0,Bachelor,Technical Degree,Low,Male,High,1.0,Laboratory Technician,Low,Single,9.679843876180236,114.05261943506599,1.0,No,4.358898943540674,Excellent,Medium,0.0,2.0,Better,0.0,0.0,0.0,1.0
